url,content,avatarImg,authorName,writeTime,heartCount,careArticleLen,address,type,imgList,comments,videoSrc
https://www.xiaohongshu.com/discovery/item/62e2e65c0000000012006473,原价VIPseat £9.491⃣️张英国任何VUE影院都🉑️使用不限时间 🉑️选择任意时间看!!!#英國留學 #伦敦 #电影 #伦敦生活 #英国生活 #英国留学生 #vue,https://sns-avatar-qc.xhscdn.com/avatar/628385d61d86e8539f953b6c.jpg?imageView2/1/w/540/format/jpg,yjyjl,发布于 2022-07-29 03:41,9157,9,北京,vue,"//ci.xiaohongshu.com/69759874-8194-84d4-38e2-753d2d2d13cf?imageView2/2/w/1080/format/jpg,//ci.xiaohongshu.com/c1b83ae7-a1c4-5ace-224e-597f5b212a4b?imageView2/2/w/1080/format/jpg","[{""commentAvatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/5a729ddfd2c8a56b40ebfe3a.jpg?imageView2/2/w/80/format/jpg"", ""commentUserName"": ""\u539f\u5b50\u7684\u4e38\u5b50"", ""commentTime"": ""\u4eca\u5929 05:45"", ""commentContent"": ""\u4f60\u597d\uff0c\u7968\u8fd8\u5728\u4e48\uff1f\u60f3\u5165\u624b\u3002""}]",0
https://www.xiaohongshu.com/discovery/item/5e454f6e0000000001000ce7,很多人想自己剪vlog剪视频，又经常被复杂的电脑视频剪辑软件劝退。其实有很多手机app剪视频都很好用，给你们介绍一下我最喜欢的几个，以后就能自己剪视频啦！•一闪特别适合用来剪vlog，曲库比较全，里面的滤镜也可以手动调整，很智能。•快剪辑功能齐全又强大，支持直接录音和一键字幕，还支持抠图，操作也不复杂。•VUE我特别喜欢这个软件的滤镜，字体和边框都很齐全，还支持美颜哦！也很适合剪vlog！•Bigshot模版特别多，很适合挑选自己的视频片头片尾。•Videoleap这个软件我也很喜欢，上手很快，视频效果和转场效果特别多，也方便调整和修改图层。•猫饼这是个添加画外音和旁白的神器，还能够上传本地音乐当背景音乐，做字幕也特别方便。•WIDE这个软件的滤镜库和贴纸都特别丰富，还可以直接用它来拍摄，美颜效果也好。•Inshot这个是欧阳娜娜同款神器啦！有超级多可爱的贴纸！特别适合做可爱的vlog！我很喜欢这个软件！#Sue’s Share##VLOG,https://sns-avatar-qc.xhscdn.com/avatar/5fabbf269b6d9500017dd0eb.jpg?imageView2/1/w/540/format/jpg,无趣网友小王,发布于 2020-02-13 21:30,3442,10,江西,vue,"//ci.xiaohongshu.com/085d8627-6712-5530-8070-b3244e16cdc1?imageView2/2/w/1080/format/jpg,//ci.xiaohongshu.com/1bc2a98d-8d48-5b3e-91da-b9e7f1abf132?imageView2/2/w/1080/format/jpg,//ci.xiaohongshu.com/2c1ee594-34b9-5941-8410-07e692791a39?imageView2/2/w/1080/format/jpg,//ci.xiaohongshu.com/4c041d26-b83f-589f-9e3c-9f2ad4409a79?imageView2/2/w/1080/format/jpg,//ci.xiaohongshu.com/d614c010-e130-588c-bc82-8944b3526629?imageView2/2/w/1080/format/jpg,//ci.xiaohongshu.com/f56f51a0-1c25-5bb8-999e-5bbe70bded30?imageView2/2/w/1080/format/jpg,//ci.xiaohongshu.com/815bf54c-1da3-5b7e-af54-b7eb579c4a49?imageView2/2/w/1080/format/jpg,//ci.xiaohongshu.com/31f6aedb-331f-5906-9fec-494bd68134ab?imageView2/2/w/1080/format/jpg,//ci.xiaohongshu.com/b3ea58c5-2fd9-5817-8292-be92e413ecba?imageView2/2/w/1080/format/jpg","[{""commentAvatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/6146334347b078c540f42122.jpg?imageView2/2/w/80/format/jpg"", ""commentUserName"": ""\u4e00\u53ea\u62cd\u732b\u7231\u597d\u9171"", ""commentTime"": ""2020-07-17"", ""commentContent"": ""\u6211\u6700\u8fd1\u4e0b\u7684\u4e00\u6b3eapp\uff0c\u53eb\u8f7b\u526a\uff0c\u91cc\u9762\u7684\u6a21\u677f\u5c31\u8fd8\u4e0d\u9519\uff0c\u6574\u4f53\u662f\u8fd8\u86ee\u6709\u7535\u5f71\u611f\u7684\uff0c\u8d28\u611f\u597d\uff0c\u6ca1\u90a3\u4e48\u70c2\u5927\u8857\u3002\u3002""}, {""commentAvatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/5e5f7c67d9b6140001efc469.jpg?imageView2/2/w/80/format/jpg"", ""commentUserName"": ""\ud83e\udd84"", ""commentTime"": ""2020-06-22"", ""commentContent"": ""\u6709\u6ca1\u6709\u4e0d\u8981VIP\u7684""}, {""commentAvatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/5dfc6fd7ac13ac0001d5b870.jpg?imageView2/2/w/80/format/jpg"", ""commentUserName"": ""\u4e00\u6ce2\u53c8\u4e00\u6ce2\uff5e"", ""commentTime"": ""2021-04-09"", ""commentContent"": ""\u6211\u60f3\u8981\u4e00\u4e2a\u6ca1\u6709\u6c34\u5370\u4e0d\u8981\u4f1a\u5458\u53ef\u4ee5\u81ea\u52a8\u8bc6\u522b\u5b57\u5e55\u5e76\u4e14\u53ef\u4ee5\u53d8\u58f0\u7684\u89c6\u9891\u526a\u8f91\u8f6f\u4ef6""}, {""commentAvatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/608fdede231383d089ecb3f4.jpg?imageView2/2/w/80/format/jpg"", ""commentUserName"": ""\u53f2\u5bc6\u65af\u592b\u4eba"", ""commentTime"": ""2020-05-01"", ""commentContent"": ""\u54ea\u4e2a\u4e0d\u538b\u7f29\u753b\u8d28\u554a\uff1f""}, {""commentAvatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/62a568873fc7a4a72bb1bf23.jpg?imageView2/2/w/80/format/jpg"", ""commentUserName"": ""\u60f3\u56de\u5bb6\u8eba\u4f1a"", ""commentTime"": ""2020-02-13"", ""commentContent"": ""\u6211\u6628\u5929\u5c31\u60f3\u81ea\u5df1\u526a\u89c6\u9891\u4eca\u5929\u5c31\u770b\u5230\u4f60\u62c9~""}]",0
https://www.xiaohongshu.com/discovery/item/62161b2000000000210345b9,在背八股文的时候，整理了一部分面试题，看看吧，需要的可以私聊我#程序员面试 #面试题,https://sns-avatar-qc.xhscdn.com/avatar/5d2d780a0000000016034563.jpg?imageView2/1/w/540/format/jpg,DateLIine,发布于 2022-02-23 19:31,8611,9,吉林,vue,"//ci.xiaohongshu.com/a654c0ca-d54f-7456-bfd2-b97b2a7a74f8?imageView2/2/w/1080/format/jpg,//ci.xiaohongshu.com/35528ab2-1f4f-4b26-305c-5c2e3f988d3a?imageView2/2/w/1080/format/jpg","[{""commentAvatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/61b5cd88da433bc2638fe82d.jpg?imageView2/2/w/80/format/jpg"", ""commentUserName"": ""\u6bcf\u5929\u90fd\u60f3\u7761\u89c9"", ""commentTime"": ""03-03"", ""commentContent"": ""\u554a\u554a\u554a\u5927\u4f6c\u6211\u9700\u8981""}, {""commentAvatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/6239495c88ba851fe1fd6938.jpg?imageView2/2/w/80/format/jpg"", ""commentUserName"": ""\u6613\u5c0f\u4f55"", ""commentTime"": ""07-16"", ""commentContent"": ""\u6c42""}, {""commentAvatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/6275216b3f65210332fe3109.jpg?imageView2/2/w/80/format/jpg"", ""commentUserName"": ""\u6709\u4e00\u53ea\u72d7"", ""commentTime"": ""04-25"", ""commentContent"": ""\u6c42""}, {""commentAvatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/590b43c282ec396b797eca47.jpg?imageView2/2/w/80/format/jpg"", ""commentUserName"": ""Why"", ""commentTime"": ""03-25"", ""commentContent"": ""\u6bcf\u4e2a\u6211\u90fd\u77e5\u9053\uff0c\u6bcf\u4e2a\u6211\u7b54\u4e0d\u4e0a\u6765 \u6211\u8fd8\u600e\u4e48\u9762\u8bd5\uff01""}, {""commentAvatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/5ce0b3c862c00a000177894f.jpg?imageView2/2/w/80/format/jpg"", ""commentUserName"": ""\u7cbd\u5b50"", ""commentTime"": ""03-24"", ""commentContent"": ""\u8fd9\u592a\u57fa\u7840\u4e86""}]",0
https://www.xiaohongshu.com/discovery/item/62e1f8e2000000001b01d0d7,#web前端 #web前端学习 #前端面试题 #学习 #小红书 #VUE,https://sns-avatar-qc.xhscdn.com/avatar/62d0e30f28dcf8375686150d.jpg?imageView2/1/w/540/format/jpg,章鱼哥,发布于 2022-07-28 10:48,4493,9,上海,vue,"//ci.xiaohongshu.com/8d9d2757-2dad-9174-f262-68daa20fd3dd?imageView2/2/w/1080/format/jpg,//ci.xiaohongshu.com/cf6184ca-7fa7-d82b-78ee-b2893852a498?imageView2/2/w/1080/format/jpg,//ci.xiaohongshu.com/2f92c15a-7c14-e7e9-33d4-4f91219c816f?imageView2/2/w/1080/format/jpg",[],0
https://www.xiaohongshu.com/discovery/item/629fe6bf000000000102c767,Web前端笔记之Vue的基础介绍🏷️.#前端 #编程 #web前端学习 #转码 #零基础转码 #程序员 #互联网 #大厂@校园薯 @知识薯 @职场薯 @薯管家 @薯队长,https://sns-avatar-qc.xhscdn.com/avatar/6254440c45237bd53c55e6e6.jpg?imageView2/1/w/540/format/jpg,24只羊羊羊,发布于 2022-06-08 08:01,4568,10,西藏,vue,"//ci.xiaohongshu.com/00c563ba-bb2d-1222-89d5-caeac5b4622d?imageView2/2/w/1080/format/jpg,//ci.xiaohongshu.com/48b17056-6e03-8d36-6a40-fa8420715e32?imageView2/2/w/1080/format/jpg,//ci.xiaohongshu.com/ad4a623b-f363-cbf0-9b6d-93ec4564c1d2?imageView2/2/w/1080/format/jpg","[{""commentAvatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/625453d37e5dac46eebc4109.jpg?imageView2/2/w/80/format/jpg"", ""commentUserName"": ""\u8fdb\u51fb\u7684\u524d\u7aef\u653b\u57ce\u72ee"", ""commentTime"": ""06-09"", ""commentContent"": ""\u592a\u6709\u7528\u4e86\uff0c\u5c31\u559c\u6b22\u8fd9\u79cd\u7eaf\u5e72\u8d27\u7684\uff0c\u6613\u61c2\uff0c\u5feb\u8981\u5b66\u8fd9\u4e2a\u6846\u67b6\u4e86\uff0creact\u5b66\u5e9f\u4e86""}, {""commentAvatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/62e2a8dc7ea7b9264856a826.jpg?imageView2/2/w/80/format/jpg"", ""commentUserName"": ""relish"", ""commentTime"": ""06-19"", ""commentContent"": ""@121""}]",0
https://www.xiaohongshu.com/discovery/item/62be901c000000000603b788,当时入手尝试剪辑视频下载的第一个app，之后的视频制作几乎都在这上面完成，用到至今一共制作了40多个作品。数量并不是很多，但从摄影到视频剪辑，不是专业出身，也没去看各种教程，全凭自己兴趣在摸索，希望之后有更好的代替品。光与影的静态，再到流动的声音和色彩，最后有了剧情和对白。,https://sns-avatar-qc.xhscdn.com/avatar/62852f936299c117383d6125.jpg?imageView2/1/w/540/format/jpg,黑托邦,发布于 2022-07-01 14:11,2479,9,辽宁,vue,"https://gimg2.baidu.com/image_search/src=http%3A%2F%2Fi1.hdslb.com%2Fbfs%2Farchive%2F8faf492337fbdc3443236de7fe45ba12676a3ba4.png&refer=http%3A%2F%2Fi1.hdslb.com&app=2002&size=f9999,10000&q=a80&n=0&g=0n&fmt=auto?sec=1658999944&t=2c0ccab841f5812bef3fb6b8ff831f7c","[{""commentAvatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/5e7dac1b2ad9f40001a73132.jpg?imageView2/2/w/80/format/jpg"", ""commentUserName"": ""\u5c3c"", ""commentTime"": ""07-23"", ""commentContent"": ""\u90a3\u4f60\u73b0\u5728\u7528\u4ec0\u4e48\uff1f""}]",http://v.xiaohongshu.com/pre_post/01e2be90043da3970183700381b8636003_259.mp4?sign=7cedc76fce42d716b91cb850e54d5acd&t=62e55580
https://www.xiaohongshu.com/discovery/item/62bc41980000000004000dfa,#前端开发 #程序媛,https://sns-avatar-qc.xhscdn.com/avatar/613cbbc340e9fe401032c8b5.jpg?imageView2/1/w/540/format/jpg,唸,发布于 2022-06-29 20:12,4285,10,安徽,vue,//ci.xiaohongshu.com/21f778fe-8104-d46d-4651-9410a2ed6d28?imageView2/2/w/1080/format/jpg,"[{""commentAvatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/5df6f5d2b8b3890001307061.jpg?imageView2/2/w/80/format/jpg"", ""commentUserName"": ""\u3002"", ""commentTime"": ""06-30"", ""commentContent"": ""\u53ef\u80fd\u9879\u76ee\u7740\u6025\u8981\u4eba\uff0c\u7740\u6025\u8981\u4eba\u4ee3\u8868\u4ed6\u4eec\u9700\u8981\u80fd\u5e72\u6d3b\u7684\uff0c\u9762\u8bd5\u5bb9\u6613\uff0c\u5f85\u4e0d\u5f85\u5f97\u4e0b\u53bb\u53e6\u4e00\u7801\u4e8b""}, {""commentAvatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/5fb5b9a4bb3f3200012c5936.jpg?imageView2/2/w/80/format/jpg"", ""commentUserName"": ""\u4eca\u665a\u5403\u4ec0\u4e48"", ""commentTime"": ""06-30"", ""commentContent"": ""\u6211\u770b\u5b8c\u4e86\u7b2c\u4e00\u884c\u4ee3\u7801\u81ea\u5b66\u4e86kotlin\uff0c\u627e\u4e0d\u5230\u5b89\u5353\u5f00\u53d1\u7684\u5de5\u4f5c\u4e3a\u4ec0\u4e48\u524d\u7aef\u6ca1\u5b66\u5b8c\u5c31\u53ef\u4ee5\u627e\u5230\u5de5\u4f5c""}, {""commentAvatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/59f42fd54eacab40409a78b1.jpg?imageView2/2/w/80/format/jpg"", ""commentUserName"": ""\u6211\u8ba9\u4f60\u5206\u522b\u524a\u51cf"", ""commentTime"": ""06-30"", ""commentContent"": ""\u59d0\u59b9\u662f\u5e94\u5c4a\u7684\u5417""}, {""commentAvatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/5a8a11c5d1d3b94e2a59faa9.jpg?imageView2/2/w/80/format/jpg"", ""commentUserName"": ""Carrie"", ""commentTime"": ""07-25"", ""commentContent"": ""\u59d0\u59b9\u6ca1\u5b66vue\u8fdb\u53bb\u5de5\u4f5c\u771f\u7684\u884c\u4e48\uff0c\u6211\u81ea\u5b66\u90fd\u5b66\u5b8c\u4e86\u505a\u9879\u76ee\u90fd\u5feb\u5d29\u6e83\u4e86\uff0c\u4e5f\u4e0d\u6562\u53bb\u627e\u5de5\u4f5c\uff0c\u4f46\u603b\u5728\u5bb6\u95ed\u95e8\u9020\u8f66\u4e5f\u4e0d\u884c\u5440\uff0c\u597d\u591a\u4eba\u90fd\u8bf4\u8981\u53bb\u8fb9\u5de5\u4f5c\u8fb9\u5b66\u4e60\u624d\u5b66\u5f97\u5feb\u3002""}, {""commentAvatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/cd255d0e201935e0d852bd371f18c198.jpg?imageView2/2/w/80/format/jpg"", ""commentUserName"": ""\u5c0f\u524d\u7aef\u7aef"", ""commentTime"": ""06-30"", ""commentContent"": ""\u90a3\u8bf7\u95ee\u9762\u8bd5\u4e5f\u6ca1\u95ee\u591a\u5c11vue\u7684\u5417\uff0c\u9879\u76ee\u4e5f\u6ca1\u7528vue\u5417\uff1f\u76f4\u63a5\u80cc\u516b\u80a1\u5c31\u80fd\u641e\u5b9a\u9762\u8bd5\u4e48""}]",0
https://www.xiaohongshu.com/discovery/item/62bfd8ef0000000006035f13,「Vue Vlog」这款应用曾是剪映的竞品之一。这几周做竞品分析的时候我就发现，各大应用商店都搜不到这家伙了，只能去官网下载，还以为是内容出问题被暂时下架整改了。结果昨天看到新闻，官方宣布停运了不过这下我们距离性能top1又近了一步[doge]几年前 Vue 还是挺火的，我最早尝试手机剪辑也是用的它。因为可以多段录制，拼接剪辑都比较简单，又是在手机上操作的，把视频剪辑门槛大大降低，吸引了不少用户。可惜没能进一步突破，把盘子搞大，现在成了小众圈子而它的原公司前两年是被tx收了，现在估计是被「去肥增瘦」了吧听说最近tx裁得还挺狠的，不知道是不是也和这个有关。#日常碎片PLOG #笔记灵感 #深圳 #职场 #职场日常 #字节跳动 #VUE #APP,https://sns-avatar-qc.xhscdn.com/avatar/625fa4f743e7e85ce8e3411c.jpg?imageView2/1/w/540/format/jpg,反卷斗士石石石,发布于 2022-07-02 13:34,3848,9,海南,vue,//ci.xiaohongshu.com/02da2a43-4341-3cbe-0457-1e94ac1ad292?imageView2/2/w/1080/format/jpg,"[{""commentAvatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/6268205bfeb79e9cc2a35f74.jpg?imageView2/2/w/80/format/jpg"", ""commentUserName"": ""\u5b89\u4e1c\u5c3c"", ""commentTime"": ""07-02"", ""commentContent"": ""\u5f88\u597d\u7528\u5440\u8fd9\u4e2a\ud83d\ude02\u5c45\u7136\u505c\u6b62\u4e86 \u4e0d\u8fc7\u8fd9\u4e00\u4e24\u5e74\u786e\u5b9e\u6ca1\u7528\u8fc7 \u90fd\u5728\u7528\u526a\u6620\u4e86""}, {""commentAvatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/60666b3a3bcb1c95f44140fb.jpg?imageView2/2/w/80/format/jpg"", ""commentUserName"": ""To Someone"", ""commentTime"": ""07-02"", ""commentContent"": ""\u73b0\u5728\u5e94\u8be5\u505a\u79d2\u526a\u4e86""}, {""commentAvatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/6088de89e86f1ff0e9555eea.jpg?imageView2/2/w/80/format/jpg"", ""commentUserName"": ""\u7eb9\u7eb9\u5b50"", ""commentTime"": ""07-03"", ""commentContent"": ""\u8fd9\u4e2a\u56e2\u961f\u505a\u79d2\u526a\u4e86""}, {""commentAvatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/6094daa018c2a990afefec96.jpg?imageView2/2/w/80/format/jpg"", ""commentUserName"": ""\u95f9\u62ec\uff1f\uff1f"", ""commentTime"": ""07-05"", ""commentContent"": ""\u4e0d\u61c2\u54ce\uff01\u8fd9\u4e48\u597d\u7528\u7684\u8f6f\u4ef6\u4e3a\u4f55\u505c\u6b62\u8fd0\u8425\uff0c\u6211\u8fd8\u86ee\u559c\u6b22\u7684""}, {""commentAvatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/6213b1dfa948ccdd8c8e8fbb.jpg?imageView2/2/w/80/format/jpg"", ""commentUserName"": ""\u963f\u83dc\u963f\u83dc"", ""commentTime"": ""07-04"", ""commentContent"": ""\u526a\u6620\u771f\u7684\u725b\u2026\u8fd8\u6709\u8499\u7248\u3002vue\u6700\u5f00\u59cb\u7528\u8fc7\uff0c\u540e\u6765\u4e0d\u77e5\u9053\u4e86\uff5e""}]",0
https://www.xiaohongshu.com/discovery/item/629f4063000000001d0189a9,java，vue，springboot前后分离的作业查重系统毕业设计出售，源码50张出#毕业设计 #计算机毕业设计 #管理系统 #java #vue #作业查重系统 #程序员 #程序媛,https://sns-avatar-qc.xhscdn.com/avatar/62aee932a4c9a6cf549889dc.jpg?imageView2/1/w/540/format/jpg,在职前端工程师|在线答疑,发布于 2022-06-07 20:11,2099,10,福建,vue,"https://gimg2.baidu.com/image_search/src=http%3A%2F%2Fi1.hdslb.com%2Fbfs%2Farchive%2F8faf492337fbdc3443236de7fe45ba12676a3ba4.png&refer=http%3A%2F%2Fi1.hdslb.com&app=2002&size=f9999,10000&q=a80&n=0&g=0n&fmt=auto?sec=1658999944&t=2c0ccab841f5812bef3fb6b8ff831f7c","[{""commentAvatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/5d90bb520000000001007a87.jpg?imageView2/2/w/80/format/jpg"", ""commentUserName"": ""__M \u304b\u7b2c\u4e09\u4eba\u79f0"", ""commentTime"": ""07-16"", ""commentContent"": ""\u6c42""}]",http://v.xiaohongshu.com/pre_post/01e29f3fea6bec5e01837003813e14afde_259.mp4?sign=c9facb4fcc5b0fce70a58c4343ea05d2&t=62e55580
https://www.xiaohongshu.com/discovery/item/5e53282f000000000100329f,1.Visual Studio Code简称VS Code2.安装插件open in browser：浏览器插件。用于访问html页面，使用Alt+B即可用默认浏览器打开当前的html页面，使用Shift+Alt+B可选择其他浏览器Vetur：语法高亮Auto Rename Tag：自动完成另一侧标签的同步修改Path Intellisense：自动补全路径Html CSS Support：让html标签上写CSS样式时，智能提示当前项目所支持的样式，安装后有快捷提示3.设置自动保存功能File→Auto Save4.设置字体大小File→Preferences→Settings（快捷键Ctrl+，）5.常用快捷键（1）Ctrl+G：输入行号可跳转至指定的行（2）!+Tab：在空白html页面输入，可生成html模板页面（3）Shift+Alt+F：格式化代码（4）Ctrl+/：单行注释（5）Shift+Alt+A：多行注释（6）Alt+up|down：移动当前行（7）Shift+Alt+up|down：复制当前行（8）Ctrl+B：显示隐藏左侧工具栏（9）Shift+Ctrl+K：删除当前行（10）Ctrl+~：控制台终端显示与隐藏（11）F2：重命名文件名（12）Alt+Shift：可同时选中多行6.git版本控制、deBug调试 见课时10,https://sns-avatar-qc.xhscdn.com/avatar/5e56535eec7d63000104918c.jpg?imageView2/1/w/540/format/jpg,竹林（周林）,发布于 2020-02-24 09:34,6420,9,福建,vue,//ci.xiaohongshu.com/146142ac-62e8-3829-96bc-c3a6c226e1fb?imageView2/2/w/1080/format/jpg,"[{""commentAvatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/626ffac338ff28e058533296.jpg?imageView2/2/w/80/format/jpg"", ""commentUserName"": ""\ud83c\udfa8pink"", ""commentTime"": ""\u4eca\u5929 11:21"", ""commentContent"": ""\u8fd9\u8fd8\u9700\u8981\u5b89\u88c5\u5305\uff1f""}, {""commentAvatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/61cba7a83f2f8ad1f4b29481.jpg?imageView2/2/w/80/format/jpg"", ""commentUserName"": ""\u5bfb\u5979"", ""commentTime"": ""07-24"", ""commentContent"": ""\u6211\u4ee3\u7801\u63d0\u793a\u7279\u6162\u548b\u56de\u4e8b\u6709\u65f6\u5019\u4e09\u56db\u79d2\uff0c\u6709\u65f6\u5019\u5341\u591a\u79d2\u90fd\u4e0d\u51fa\u6765""}, {""commentAvatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/614c2cad000000001f03fd07.jpg?imageView2/2/w/80/format/jpg"", ""commentUserName"": ""\u505a\u4e00\u4e2a\u5feb\u4e50\u7684div"", ""commentTime"": ""04-01"", ""commentContent"": ""VScode \u63d2\u4ef6\u8fd8\u53ef\u4ee5\u6253\u9b42\u6597\u7f57(\u6478\u9c7c\u4e13\u7528[doge])""}, {""commentAvatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/620be1dc86d89b03892dada7.jpg?imageView2/2/w/80/format/jpg"", ""commentUserName"": ""\u6e21 \u9d09"", ""commentTime"": ""03-18"", ""commentContent"": ""\u6c42\u5b89\u88c5\u5305""}, {""commentAvatar"": ""https://sns-avatar-qc.xhscdn.com/avatar/6276392d25da47d070cf6657.jpg?imageView2/2/w/80/format/jpg"", ""commentUserName"": ""\u8425\u517b\u5feb\u7ebf"", ""commentTime"": ""03-08"", ""commentContent"": ""\u6211\u6709\u5b89\u88c5\u5305""}]",0
